0,1,2,3,4
51,Pekalongan (PK),20:50:00,20:52:00,
52  Batang (BTG),,Ls,21:00:00,
53  Ujungnegoro (UJN),,Ls,21:03:00,// KA 2522 (KA 2522 =)
54  Kuripan (KRP),,Ls,21:11:00,
55,Plabuan (PLB),Ls,21:16:00,
56  Krengseng (KNS),,Ls,21:22:00,
57  Weleri (WLR),,Ls,21:25:00,
58  Kalibodri (KBD),,Ls,21:30:00,
59  Kaliwungu (KLN),,Ls,21:38:00,
60  Mangkang (MKG),,Ls,21:42:00,
61,Jerakah (JRK),Ls,21:46:00,
62,Semarang Poncol (SMC),Ls,21:50:00,
63,Semarang Tawang (SMT),21:55:00,,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Semarang Tawang (SMT),,22:40:00,
2,Semarang Poncol (SMC),Ls,22:45:00,
3,Jerakah (JRK),Ls,22:49:00,
4,Mangkang (MKG),Ls,22:53:00,
5,Kaliwungu (KLN),Ls,22:57:00,
6,Kalibodri (KBD),Ls,23:05:00,
7  Weleri (WLR),,Ls,23:10:00,
8,Krengseng (KNS),Ls,23:13:00,
9,Plabuan (PLB),Ls,23:19:00,
10  Kuripan (KRP),,Ls,23:24:00,
11  Ujungnegoro (UJN),,Ls,23:32:00,
12  Batang (BTG),,Ls,23:35:00,
13,Pekalongan (PK),23:42:00,23:44:00,
14,Sragi (SRI),Ls,23:53:00,
15  Comal (CO),,Ls,23:56:00,
16,Petarukan (PTA),Ls,00:01:00,
17,Pemalang (PML),Ls,00:05:00,
18,Surodadi (SD),Ls,00:12:00,
19,Larangan (LR),Ls,00:18:00,
20,Tegal (TG),00:22:00,00:24:00,
21  Brebes (BB),,Ls,00:32:00,
22,Tanjung (TGN),Ls,00:43:00,
23,Losari (LOS),Ls,00:48:00,
24  Babakan (BBK),,Ls,00:53:00,
,25  Waruduwur (WDW),Ls,01:00:00,
,26  Cirebon Prujakan (CNP),Ls,01:06:00,
27  Cirebon (CN),,01:09:00,01:14:00,
28  Cangkring (CNK),,Ls,01:21:00,
29  Bangoduwa (BDW),,Ls,01:24:00,
,30  Arjawinangun (AWN),Ls,01:27:00,
,31  Kertasemaya (KTM),Ls,01:36:00,
32,Jatibarang (JTB),Ls,01:41:00,
33,Telagasari (TLS),Ls,01:47:00,
34,Terisi (TIS),Ls,01:52:00,
,35  Kadokangabus (KAB),Ls,01:56:00,
36  Cilegeh (CLH),,Ls,02:01:00,
37  Haurgeulis (HGL),,Ls,02:07:00,
38  Cipunegara (CRA),,Ls,02:11:00,
39,Pegadenbaru (PGB),Ls,02:16:00,
40  Cikaum (CKM),,Ls,02:21:00,
41,Pasirbungur (PAS),Ls,02:24:00,
42,Pringkasap (PRI),Ls,02:28:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
43,Pabuaran (PAB),Ls,02:31:00,
44,Tanjungrasa (TJS),Ls,02:34:00,
45  Cikampek (CKP),,Ls,02:41:00,// KA 287 (KA 287 =)
46  Dawuan (DWN),,Ls,02:44:00,
47  Kosambi (KOS),,Ls,02:48:00,
48  Klari (KLI),,Ls,02:50:00,
49  Karawang (KW),,Ls,02:54:00,
,50  Kedunggedeh (KDH),Ls,02:58:00,
51,Lemahabang (LMB),Ls,03:04:00,
52  Cikarang (CKR),,Ls,03:07:00,
53,Telaga Murni (TLM),Ls,-,
54  Cibitung (CIT),,Ls,-,
55,Tambun (TB),Ls,03:13:00,
,56  Bekasitimur (BKST),Ls,-,
57  Bekasi (BKS),,03:19:00,03:21:00,
58,Jatinegara (JNG),03:33:00,03:35:00,
59  Matraman (MTR),,Ls,-,
60  Manggarai (MRI),,Ls,03:40:00,
61  Cikini (CKI),,Ls,-,
62  Gondangdia (GDD),,Ls,-,
63  Gambir (GMR),,03:50:00,,
