0,1,2,3,4
60,Sruweng (SRW),Ls,16:09:00,
61  Karanganyar (KA),,Ls,16:11:30,
62  Gombong (GB),,16:19:00,16:21:00,
63,Ijo (IJ),Ls,16:28:00,
64,Tambak (TBK),Ls,16:31:00,
65,Sumpiuh (SPH),Ls,16:34:30,
66  Kemranjen (KJ),,Ls,16:38:00,
67  Kroya (KYA),,16:44:00,16:47:00,
68  Randegan (RDN),,Ls,16:54:00,
69  Kebasen (KBS),,Ls,16:57:00,
70  Notog (NTG),,Ls,17:02:00,
71,Purwokerto (PWT),17:10:00,17:15:00,
,72  Karanggandul (KGD),Ls,17:23:00,
73  Karangsari (KRR),,Ls,17:32:00,
74,Patuguran (PAT),Ls,17:43:00,
75  Kretek (KRT),,Ls,17:49:00,
76  Bumiayu (BMA),,17:58:00,18:00:00,
77,Linggapura (LG),Ls,18:09:00,
78,Prupuk (PPK),Ls,18:19:00,
79,Songgom (SGG),Ls,18:27:00,
80,Larangan (LRA),Ls,18:31:00,
,81  Ketanggungan (KGG),18:38:00,18:40:00,
82  Ciledug (CLD),,18:54:00,18:56:00,
83,Sindanglaut (SDU),Ls,19:08:00,
84,Luwung (LWG),Ls,19:13:00,
,85  Cirebon Prujakan (CNP),Ls,19:19:00,
86  Cirebon (CN),,19:23:00,,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Cirebon (CN),,07:00:00,
2,Cirebon Prujakan (CNP),Ls,07:04:00,
3,Luwung (LWG),Ls,07:10:00,
4,Sindanglaut (SDU),Ls,07:15:00,
5,Ciledug (CLD),07:26:00,07:28:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
6,Ketanggungan (KGG),07:42:00,07:44:00,
7,Larangan (LRA),Ls,07:52:00,
8,Songgom (SGG),Ls,07:56:00,
9,Prupuk (PPK),Ls,08:04:00,
10,Linggapura (LG),Ls,08:14:00,
11  Bumiayu (BMA),,08:23:00,08:25:00,
12  Kretek (KRT),,Ls,08:33:00,
13,Patuguran (PAT),Ls,08:39:00,
14  Karangsari (KRR),,Ls,08:50:00,
,15  Karanggandul (KGD),Ls,08:58:00,
16,Purwokerto (PWT),09:06:00,09:11:00,
17  Notog (NTG),,Ls,09:19:00,
18  Kebasen (KBS),,Ls,09:24:00,
19  Randegan (RDN),,Ls,09:27:00,
20  Kroya (KYA),,09:34:00,09:37:00,
21  Kemranjen (KJ),,Ls,09:44:00,
22,Sumpiuh (SPH),Ls,09:47:30,
23,Tambak (TBK),Ls,09:51:00,
24,Ijo (IJ),Ls,09:54:00,
25  Gombong (GB),,10:01:00,10:03:00,
26  Karanganyar (KA),,Ls,10:10:00,
27,Sruweng (SRW),Ls,10:12:30,
28  Kebumen (KM),,10:20:00,10:22:00,
29  Wonosari (WNS),,Ls,10:27:00,
,30  Kutowinangun (KWN),10:31:00,10:33:00,
31,Prembun (PRB),Ls,10:40:00,
32  Butuh (BTH),,Ls,10:45:00,
33  Kutoarjo (KTA),,10:50:00,10:53:00,
34,Jenar (JN),Ls,11:03:00,
35  Wojo (WJ),,Ls,11:09:00,
36  Kedundang (KDG),,Ls,11:13:30,
37  Wates (WT),,Ls,11:18:00,
38,Sentolo (STL),Ls,11:26:00,
39  Rewulu (RWL),,Ls,11:33:00,
40,Patukan (PTN),Ls,11:36:00,
41  Yogyakarta (YK),,11:41:00,11:46:00,
42,Lempuyangan (LPN),Ls,11:50:00,
43  Maguwo (MGW),,Ls,11:56:00,
44  Brambanan (BBN),,Ls,12:02:00,
45,Srowot (SWT),Ls,12:06:00,// KA 2602 (KA 2602 =)
46  Klaten (KT),,12:12:00,12:14:00,
47  Ceper (CE),,Ls,12:22:00,
48  Delanggu (DL),,Ls,12:27:00,
49  Gawok (GW),,Ls,12:31:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
50,Purwosari (PWS),Ls,12:36:00,
51,Solobalapan (SLO),12:40:00,12:43:00,
52,Solojebres (SK),Ls,12:47:00,
53,Palur (PL),Ls,12:50:00,
54  Kemiri (KMR),,Ls,12:53:00,
55  Masaran (MSR),,Ls,12:59:00,
56,Sragen (SR),13:06:00,13:08:00,
57  Kebonromo (KRO),,Ls,13:13:00,
,58  Kedungbanteng (KDB),Ls,13:17:00,
59  Walikukun (WK),,Ls,13:26:00,
60  Kedunggalar (KG),,Ls,13:32:00,
61  Ngawi (NGW),,13:39:00,13:41:00,
62  Geneng (GG),,Ls,13:48:00,
63  Magetan (MAG),,Ls,13:54:00,= KA 578 (KA 578 //)
64  Madiun (MN),,14:03:00,14:08:00,
65  Babadan (BBD),,Ls,14:15:00,
66  Caruban (CRB),,Ls,14:21:00,
67,Saradan (SRD),Ls,14:27:00,
68  Bagor (BGR),,Ls,14:38:00,
69  Nganjuk (NJ),,14:44:00,14:46:00,
70,Sukomoro (SKM),Ls,14:51:00,
71  Baron (BRN),,Ls,14:58:00,
72  Kertosono (KTS),,15:05:00,15:08:00,
73,Sembung (SMB),Ls,15:15:00,
74,Jombang (JG),15:22:00,15:25:00,
75,Peterongan (PTR),Ls,-,
76,Sumobito (SBO),Ls,15:35:00,
,77  Curahmalang (CRM),Ls,-,
78  Mojokerto (MR),,15:45:00,15:47:00,
79,Tarik (TRK),Ls,15:56:00,
80  Kedinding (KDN),,Ls,-,
81  Krian (KRN),,Ls,16:03:00,
82  Boharan (BH),,Ls,-,
83,Sepanjang (SPJ),Ls,16:13:00,
84  Wonokromo (WO),,Ls,16:20:00,
85  Ngagel (NGA),,Ls,-,
86,Surabayagubeng (SGU),16:27:00,16:58:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Surabayagubeng (SGU),16:27:00,16:58:00,
2,Ngagel (NGA),Ls,-,
,3  Wonokromo (WO),Ls,17:05:00,X KA 458
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
4,Margorejo (MGR),Ls,-,
5,Jemursari (JMS),Ls,-,
6,Kertomenanggal (KTL),Ls,-,
7  Waru (WR),,Ls,17:10:00,
8,Sawotratap (STP),Ls,-,
9,Gedangan (GDG),Ls,17:14:00,X KA 2632 (KA 2632 X)
,10  Banjarkemantren (BJK),Ls,-,
11  Buduran (BDR),,Ls,-,
12,Pagerwojo (PWJ),Ls,-,
13,Sidoarjo (SDA),17:23:00,17:25:00,(KA 450 X)
14,Tanggulangin (TGA),Ls,17:31:00,
15,Porong (PR),Ls,17:34:00,
16  Bangil (BG),,17:47:00,17:51:00,(KA 404 X)
17,Pasuruan (PS),18:09:00,18:13:00,X KA 34 (KA 34 X)
18  Rejoso (RO),,Ls,18:21:00,
19  Grati (GI),,Ls,18:26:00,
20  Bayeman (BYM),,Ls,18:36:00,
21,Probolinggo (PB),18:46:00,18:51:00,
22,Leces (LEC),Ls,19:02:00,
23  Malasan (MLS),,Ls,19:11:00,
24  Ranuyoso (RN),,Ls,19:18:00,X KA 148 (KA 148 X)
25  Klakah (KK),,19:23:00,19:25:00,
26  Randuagung (RDA),,Ls,19:36:00,
27,Jatiroto (JTR),Ls,19:44:00,
28,Tanggul (TGL),19:53:00,19:55:00,
29  Bangsalsari (BSS),,Ls,20:03:00,
30  Rambipuji (RBP),,20:10:00,20:14:00,X KA 298 (KA 298 X)
31  Mangli (MI),,Ls,20:18:00,
32,Jember (JR),20:25:00,,
