0,1,2,3,4
86  Babat (BBT),,07:12:00,07:14:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
87  Gembong (GEB),,Ls,07:20:00,
88,Pucuk (PC),Ls,07:24:00,
89,Surabayan (SBN),Ls,07:30:00,
90,Lamongan (LMG),07:37:00,07:39:00,
91  Duduk (DD),,Ls,07:49:00,
92  Cerme (CME),,Ls,07:56:00,
93  Benowo (BNW),,Ls,07:59:00,
94  Kandangan (KDA),,Ls,08:02:00,
95,Tandes (TES),Ls,08:04:00,
96,Surabaya Pasarturi (SBI),08:09:00,08:18:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Surabaya Pasarturi (SBI),08:09:00,08:18:00,
2,Segitigamesigit (STM),Ls,08:22:00,
3,Surabayakota (SB),Ls,08:25:00,
4,Surabayagubeng (SGU),08:33:00,08:39:00,
5,Ngagel (NGA),Ls,-,
,6  Wonokromo (WO),Ls,08:45:00,X KA 414
7,Margorejo (MGR),Ls,-,
8,Jemursari (JMS),Ls,-,
9,Kertomenanggal (KTL),Ls,-,
10  Waru (WR),,08:52:00,08:59:00,X KA 156 (KA 156 X)
11,Sawotratap (STP),Ls,-,
12  Gedangan (GDG),,Ls,09:06:00,
,13  Banjarkemantren (BJK),Ls,-,
14  Buduran (BDR),,Ls,-,
15,Pagerwojo (PWJ),Ls,-,
16,Sidoarjo (SDA),09:15:00,09:18:00,(KA 464 X)
17,Tanggulangin (TGA),Ls,09:24:00,
18,Porong (PR),Ls,09:27:00,
19  Bangil (BG),,09:39:00,09:45:00,X KA 2630 (KA 2630 X)
20  Wonokerto (WN),,Ls,09:55:00,
21,Sukorejo (SKJ),Ls,10:04:00,
22,Sengon (SN),Ls,10:09:00,
23,Lawang (LW),10:21:00,10:23:00,
24,Singosari (SGS),Ls,10:32:00,
25  Blimbing (BMG),,Ls,10:38:00,
26  Malang (ML),,10:45:00,,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
2,Blimbing (BMG),Ls,13:51:00,
3,Singosari (SGS),Ls,13:57:00,
4,Lawang (LW),14:07:00,14:11:00,X KA 429 (KA 429 X)
5,Sengon (SN),Ls,14:22:00,
6,Sukorejo (SKJ),Ls,14:26:00,
,7  Wonokerto (WN),Ls,14:34:00,
8,Bangil (BG),14:44:00,14:48:00,X KA 279
9,Porong (PR),Ls,15:00:00,
10,Tanggulangin (TGA),Ls,15:03:00,
11,Sidoarjo (SDA),15:10:00,15:16:00,X KA 249 (KA 249 X)
12,Pagerwojo (PWJ),Ls,-,
13  Buduran (BDR),,Ls,-,
,14  Banjarkemantren (BJK),Ls,-,
15  Gedangan (GDG),,Ls,15:24:00,
16,Sawotratap (STP),Ls,-,
17  Waru (WR),,Ls,15:28:00,X KA 2627 (KA 2627 X)
,18  Kertomenanggal (KTL),Ls,-,
19,Jemursari (JMS),Ls,-,
20  Margorejo (MGR),,Ls,-,
21  Wonokromo (WO),,Ls,15:33:00,(KA 449 X)
22  Ngagel (NGA),,Ls,-,
23,Surabayagubeng (SGU),15:39:00,15:43:00,
24,Surabayakota (SB),Ls,15:49:00,
25,Segitigamesigit (STM),Ls,15:52:00,
26,Surabaya Pasarturi (SBI),15:55:00,16:07:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
1,Surabaya Pasarturi (SBI),15:55:00,16:07:00,
2,Tandes (TES),Ls,16:12:00,
3,Kandangan (KDA),Ls,16:14:00,
4,Benowo (BNW),Ls,16:17:00,
5,Cerme (CME),Ls,16:20:00,
6,Duduk (DD),Ls,16:26:00,
7,Lamongan (LMG),16:35:00,16:38:00,
8,Surabayan (SBN),Ls,16:44:00,
9,Pucuk (PC),Ls,16:49:00,
10  Gembong (GEB),,Ls,16:53:00,
11  Babat (BBT),,16:59:00,17:02:00,
12  Bowerno (BWO),,Ls,17:09:00,
13,Sumberrejo (SRJ),Ls,17:16:00,
14  Kapas (KPS),,Ls,17:21:00,
15  Bojonegoro (BJ),,17:27:00,17:30:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
16  Kalitidu (KIT),,Ls,17:40:00,
17,Tobo (TBO),Ls,17:49:00,
18  Cepu (CU),,17:57:00,18:00:00,
19  Kapuan (KPA),,Ls,18:06:00,
20  Wadu (WDU),,Ls,18:10:00,
,21  Randublatung (RBG),18:22:00,18:24:00,
22  Doplang (DPL),,Ls,18:36:00,
23,Sulur (SL),Ls,18:41:00,
24  Kradenan (KNN),,Ls,18:47:00,
25,Panunggalan (PNL),Ls,18:54:00,
26,Jambon (JBN),Ls,18:57:00,
27  Gambringan (GBN),,Ls,19:04:00,
28  Ngrombo (NBO),,19:07:00,19:10:00,
29,Sedadi (SDI),Ls,19:16:00,
30  Karangjati (KGT),,Ls,19:21:00,
31  Gubug (GUB),,Ls,19:29:00,
32,Tegowanu (TGW),Ls,19:33:00,
33  Brumbung (BBG),,Ls,19:39:00,
34  Alastua (ATA),,Ls,19:43:00,
35,Semarang Tawang (SMT),Ls,19:49:00,
36,Semarang Poncol (SMC),19:55:00,20:08:00,
37,Jerakah (JRK),Ls,20:14:00,
38  Mangkang (MKG),,Ls,20:18:00,
39  Kaliwungu (KLN),,Ls,20:22:00,
40  Kalibodri (KBD),,Ls,20:30:00,
41  Weleri (WLR),,20:38:00,20:41:00,
42  Krengseng (KNS),,Ls,20:47:00,
43,Plabuan (PLB),Ls,20:53:00,
44  Kuripan (KRP),,Ls,20:58:00,
45  Ujungnegoro (UJN),,Ls,21:06:00,
46  Batang (BTG),,Ls,21:09:00,
47,Pekalongan (PK),21:17:00,21:20:00,
48,Sragi (SRI),Ls,21:29:00,
49  Comal (CO),,Ls,21:32:00,
50,Petarukan (PTA),Ls,21:38:00,
51,Pemalang (PML),21:44:00,21:46:00,
52,Surodadi (SD),Ls,21:54:00,
53,Larangan (LR),Ls,22:01:00,
54,Tegal (TG),22:07:00,22:10:00,
55  Brebes (BB),,Ls,22:19:00,
56,Tanjung (TGN),Ls,22:31:00,
57,Losari (LOS),Ls,22:36:00,
58  Babakan (BBK),,Ls,22:41:00,
,59  Waruduwur (WDW),Ls,22:49:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
,60  Cirebon Prujakan (CNP),Ls,22:55:00,
61  Cirebon (CN),,22:58:00,23:03:00,
62  Cangkring (CNK),,Ls,23:09:00,
63  Bangoduwa (BDW),,Ls,23:12:00,
,64  Arjawinangun (AWN),Ls,23:15:00,
,65  Kertasemaya (KTM),Ls,23:24:00,
66,Jatibarang (JTB),23:30:00,23:32:00,
67,Telagasari (TLS),Ls,23:40:00,
68,Terisi (TIS),Ls,23:45:00,
,69  Kadokangabus (KAB),Ls,23:49:00,
70  Cilegeh (CLH),,Ls,23:54:00,
71  Haurgeulis (HGL),,00:02:00,00:04:00,
72  Cipunegara (CRA),,Ls,00:10:00,
73,Pegadenbaru (PGB),Ls,00:15:00,
74  Cikaum (CKM),,Ls,00:21:00,
75,Pasirbungur (PAS),Ls,00:25:00,
76,Pringkasap (PRI),Ls,00:29:00,
77,Pabuaran (PAB),Ls,00:33:00,
78,Tanjungrasa (TJS),Ls,00:37:00,
79  Cikampek (CKP),,00:46:00,00:48:00,
80  Dawuan (DWN),,Ls,00:52:00,
81  Kosambi (KOS),,Ls,00:56:00,
82  Klari (KLI),,Ls,00:58:00,
83  Karawang (KW),,01:03:00,01:05:00,
,84  Kedunggedeh (KDH),Ls,01:10:00,
85,Lemahabang (LMB),Ls,01:16:00,
86  Cikarang (CKR),,Ls,01:19:00,
87,Telaga Murni (TLM),Ls,-,
88  Cibitung (CIT),,Ls,-,
89,Tambun (TB),Ls,01:26:00,
,90  Bekasitimur (BKST),Ls,-,
91  Bekasi (BKS),,01:32:00,01:34:00,
92,Jatinegara (JNG),01:46:00,01:48:00,
93,Pondokjati (POK),Ls,-,
94  Kramat (KMT),,Ls,-,
,95  Gangsentiong (GST),Ls,-,
96,Pasarsenen (PSE),01:58:00,,
