0,1,2,3,4
38,Palur (PL),Ls,11:52:00,
39  Kemiri (KMR),,Ls,11:55:00,
40  Masaran (MSR),,Ls,12:00:00,
41,Sragen (SR),12:08:00,12:10:00,
42  Kebonromo (KRO),,Ls,12:15:00,
,43  Kedungbanteng (KDB),Ls,12:19:00,
44  Walikukun (WK),,Ls,12:27:00,
45  Kedunggalar (KG),,Ls,12:32:00,
No.,Stasiun dan Perhentian,Datang,Berangkat,Keterangan
46  Ngawi (NGW),,Ls,12:37:00,
47  Geneng (GG),,Ls,12:42:00,
48  Magetan (MAG),,Ls,12:48:00,
49  Madiun (MN),,12:56:00,13:01:00,
50  Babadan (BBD),,Ls,13:08:00,
51  Caruban (CRB),,13:15:00,13:17:00,
52,Saradan (SRD),Ls,13:24:00,
53  Bagor (BGR),,Ls,13:34:00,
54  Nganjuk (NJ),,13:40:00,13:43:00,
55,Sukomoro (SKM),Ls,13:48:00,
56  Baron (BRN),,Ls,13:54:00,
57  Kertosono (KTS),,14:00:00,14:05:00,
58,Purwoasri (PWA),Ls,14:12:00,
59,Papar (PPR),Ls,14:16:00,X KA 151 (KA 151 X)
60  Minggiran (MGN),,Ls,14:19:00,
61,Susuhan (SS),Ls,14:23:00,
62  Kediri (KD),,14:28:00,14:31:00,
63  Ngadiluwih (NDL),,Ls,14:39:00,X KA 427 (KA 427 X)
64  Kras (KRS),,Ls,14:43:00,
65  Ngujang (NJG),,Ls,14:48:00,
66,Tulungagung (TA),14:54:00,14:57:00,
67,Sumbergempol (SBL),Ls,15:02:00,
68  Ngunut (NT),,Ls,15:07:00,
69  Rejotangan (RJ),,Ls,15:13:00,
70  Blitar (BL),,15:23:00,15:26:00,
71  Garum (GRM),,Ls,15:35:00,
72,Talun (TAL),Ls,15:43:00,
73  Wlingi (WG),,15:49:00,15:59:00,X KA 35 (KA 35 X)
74  Kesamben (KSB),,Ls,16:09:00,
75,Pogajih (PGJ),Ls,16:17:00,X KA 429 (KA 429 X)
76,Sumberpucung (SBP),Ls,16:25:00,
77  Ngebruk (NB),,16:31:00,16:40:00,X KA 37 (KA 37 X)
78  Kepanjen (KPN),,16:49:00,16:55:00,X KA 301 (KA 301 X)
79,Pakisaji (PSI),17:05:00,17:11:00,X KA 67 (KA 67 X)
,80  Malangkotalama (MLK),17:22:00,17:24:00,
81  Malang (ML),,17:30:00,,
